Cluster,Direction,Target,Source,Value
7,RNA -> Protein,NK.1.1.KLRB1,Prrx1,0.435482544
7,RNA -> Protein,NK.1.1.KLRB1,Rnps1,0.64121961
7,RNA -> Protein,NK.1.1.KLRB1,Rpl13-ps6,0.113563338
7,RNA -> Protein,NK.1.1.KLRB1,Sh3bgr,0.176943889
7,RNA -> Protein,NK.1.1.KLRB1,Ttn,0.093210529
7,RNA -> Protein,Notch1,Acvr2b,0.851941882
7,RNA -> Protein,Notch1,Anp32a,0.426755332
7,RNA -> Protein,Notch1,Atp1b1,0.09839222
7,RNA -> Protein,Notch1,Col4a2,0.575841477
7,RNA -> Protein,Notch1,Ctsd,0.574083196
7,RNA -> Protein,Notch1,Dclk1,0.23577098
7,RNA -> Protein,Notch1,Dtymk,0.368551817
7,RNA -> Protein,Notch1,Gli3,0.444429871
7,RNA -> Protein,Notch1,Hbb-bt,0.763570028
7,RNA -> Protein,Notch1,Kif1a,0.054534947
7,RNA -> Protein,Notch1,Maged2,0.669351034
7,RNA -> Protein,Notch1,Mif,0.501181726
7,RNA -> Protein,Notch1,Myh6,0.353188518
7,RNA -> Protein,Notch1,Myh7,0.042328068
7,RNA -> Protein,Notch1,Myl3,0.087382782
7,RNA -> Protein,Notch1,Prrx1,0.549158088
7,RNA -> Protein,Notch1,Rnps1,0.764419759
7,RNA -> Protein,Notch1,Rpl13-ps6,0.19508638
7,RNA -> Protein,Notch1,Sh3bgr,0.188962745
7,RNA -> Protein,Notch1,Ttn,0.19518193
7,RNA -> Protein,P2RY12,Acvr2b,0.849842478
7,RNA -> Protein,P2RY12,Anp32a,0.41364076
7,RNA -> Protein,P2RY12,Atp1b1,0.077704468
7,RNA -> Protein,P2RY12,Col4a2,0.61246314
7,RNA -> Protein,P2RY12,Ctsd,0.552795008
7,RNA -> Protein,P2RY12,Dclk1,0.202705776
7,RNA -> Protein,P2RY12,Dtymk,0.340651517
7,RNA -> Protein,P2RY12,Gli3,0.441634709
7,RNA -> Protein,P2RY12,Hbb-bt,0.678151566
7,RNA -> Protein,P2RY12,Kif1a,0.059132612
7,RNA -> Protein,P2RY12,Maged2,0.642632156
7,RNA -> Protein,P2RY12,Mif,0.450440763
7,RNA -> Protein,P2RY12,Myh6,0.357743068
7,RNA -> Protein,P2RY12,Myh7,0.059084554
7,RNA -> Protein,P2RY12,Myl3,0.107009868
7,RNA -> Protein,P2RY12,Prrx1,0.539926681
7,RNA -> Protein,P2RY12,Rnps1,0.759117393
7,RNA -> Protein,P2RY12,Rpl13-ps6,0.187909141
7,RNA -> Protein,P2RY12,Sh3bgr,0.169631629
7,RNA -> Protein,P2RY12,Ttn,0.197819571
7,RNA -> Protein,PanendothelialCellAntigen,Acvr2b,0.798071505
7,RNA -> Protein,PanendothelialCellAntigen,Anp32a,0.407056945
7,RNA -> Protein,PanendothelialCellAntigen,Atp1b1,0.094082046
7,RNA -> Protein,PanendothelialCellAntigen,Col4a2,0.741108466
7,RNA -> Protein,PanendothelialCellAntigen,Ctsd,0.620260755
7,RNA -> Protein,PanendothelialCellAntigen,Dclk1,0.334987871
7,RNA -> Protein,PanendothelialCellAntigen,Dtymk,0.395368851
7,RNA -> Protein,PanendothelialCellAntigen,Gli3,0.414139855
7,RNA -> Protein,PanendothelialCellAntigen,Hbb-bt,0.86743183
7,RNA -> Protein,PanendothelialCellAntigen,Kif1a,0.068938588
7,RNA -> Protein,PanendothelialCellAntigen,Maged2,0.746235385
7,RNA -> Protein,PanendothelialCellAntigen,Mif,0.55652124
7,RNA -> Protein,PanendothelialCellAntigen,Myh6,0.334618208
7,RNA -> Protein,PanendothelialCellAntigen,Myh7,0.03887563
7,RNA -> Protein,PanendothelialCellAntigen,Myl3,0.109071308
7,RNA -> Protein,PanendothelialCellAntigen,Prrx1,0.473315357
7,RNA -> Protein,PanendothelialCellAntigen,Rnps1,0.720349171
7,RNA -> Protein,PanendothelialCellAntigen,Rpl13-ps6,0.271236861
7,RNA -> Protein,PanendothelialCellAntigen,Sh3bgr,0.179174296
7,RNA -> Protein,PanendothelialCellAntigen,Ttn,0.184660709
7,RNA -> Protein,SiglecH.SIGLEC,Acvr2b,0.803176908
7,RNA -> Protein,SiglecH.SIGLEC,Anp32a,0.41779265
7,RNA -> Protein,SiglecH.SIGLEC,Atp1b1,0.083716365
7,RNA -> Protein,SiglecH.SIGLEC,Col4a2,0.539364213
7,RNA -> Protein,SiglecH.SIGLEC,Ctsd,0.487502838
7,RNA -> Protein,SiglecH.SIGLEC,Dclk1,0.322156207
7,RNA -> Protein,SiglecH.SIGLEC,Dtymk,0.383746953
7,RNA -> Protein,SiglecH.SIGLEC,Gli3,0.412330998
7,RNA -> Protein,SiglecH.SIGLEC,Hbb-bt,0.661495508
7,RNA -> Protein,SiglecH.SIGLEC,Kif1a,0.071376217
7,RNA -> Protein,SiglecH.SIGLEC,Maged2,0.594011475
7,RNA -> Protein,SiglecH.SIGLEC,Mif,0.510641738
7,RNA -> Protein,SiglecH.SIGLEC,Myh6,0.344176457
7,RNA -> Protein,SiglecH.SIGLEC,Myh7,0.033839683
7,RNA -> Protein,SiglecH.SIGLEC,Myl3,0.08530348
7,RNA -> Protein,SiglecH.SIGLEC,Prrx1,0.492953486
7,RNA -> Protein,SiglecH.SIGLEC,Rnps1,0.634374456
7,RNA -> Protein,SiglecH.SIGLEC,Rpl13-ps6,0.246875193
7,RNA -> Protein,SiglecH.SIGLEC,Sh3bgr,0.174026441
7,RNA -> Protein,SiglecH.SIGLEC,Ttn,0.243572234
8,RNA -> Protein,CD102.ICAM2,Aff3,0.098550776
8,RNA -> Protein,CD102.ICAM2,Casz1,0.131453281
8,RNA -> Protein,CD102.ICAM2,Chl1,0.467381238
8,RNA -> Protein,CD102.ICAM2,Col11a1,0.157041803
8,RNA -> Protein,CD102.ICAM2,Cplx2,0.051360329
8,RNA -> Protein,CD102.ICAM2,Gfra1,0.301854636
8,RNA -> Protein,CD102.ICAM2,Gm11223,0.238992668
8,RNA -> Protein,CD102.ICAM2,Map2,0.284242895
8,RNA -> Protein,CD102.ICAM2,Mapt,0.522706094
8,RNA -> Protein,CD102.ICAM2,Napb,0.087531967
8,RNA -> Protein,CD102.ICAM2,Nefl,0.119546296
8,RNA -> Protein,CD102.ICAM2,Nefm,0.423142492
8,RNA -> Protein,CD102.ICAM2,Pcm1,0.323221968
8,RNA -> Protein,CD102.ICAM2,Phgdh,0.632418674
8,RNA -> Protein,CD102.ICAM2,Rnd3,0.225755411
8,RNA -> Protein,CD102.ICAM2,Snhg11,0.150091935
8,RNA -> Protein,CD102.ICAM2,Sst,0.091738081
8,RNA -> Protein,CD102.ICAM2,Tagln3,0.427374175
8,RNA -> Protein,CD102.ICAM2,Thsd7a,0.282556711
8,RNA -> Protein,CD102.ICAM2,Vcan,0.107750688
8,RNA -> Protein,CD117.KIT,Aff3,0.072198335
8,RNA -> Protein,CD117.KIT,Casz1,0.112027372
8,RNA -> Protein,CD117.KIT,Chl1,0.485079194
8,RNA -> Protein,CD117.KIT,Col11a1,0.122385813
8,RNA -> Protein,CD117.KIT,Cplx2,0.04218367
8,RNA -> Protein,CD117.KIT,Gfra1,0.367744794
8,RNA -> Protein,CD117.KIT,Gm11223,0.255439767
8,RNA -> Protein,CD117.KIT,Map2,0.188244311
8,RNA -> Protein,CD117.KIT,Mapt,0.481972652
8,RNA -> Protein,CD117.KIT,Napb,0.075060583
8,RNA -> Protein,CD117.KIT,Nefl,0.105473598
8,RNA -> Protein,CD117.KIT,Nefm,0.375572343
8,RNA -> Protein,CD117.KIT,Pcm1,0.311317012
8,RNA -> Protein,CD117.KIT,Phgdh,0.650861651
8,RNA -> Protein,CD117.KIT,Rnd3,0.180692593
8,RNA -> Protein,CD117.KIT,Snhg11,0.14479207
8,RNA -> Protein,CD117.KIT,Sst,0.066425293
8,RNA -> Protein,CD117.KIT,Tagln3,0.349307034
8,RNA -> Protein,CD117.KIT,Thsd7a,0.19129582
8,RNA -> Protein,CD117.KIT,Vcan,0.134229255
8,RNA -> Protein,CD201.EPCR,Aff3,0.123551809
8,RNA -> Protein,CD201.EPCR,Casz1,0.144563871
8,RNA -> Protein,CD201.EPCR,Chl1,0.527642868
8,RNA -> Protein,CD201.EPCR,Col11a1,0.166156076
8,RNA -> Protein,CD201.EPCR,Cplx2,0.0450143
8,RNA -> Protein,CD201.EPCR,Gfra1,0.225966154
8,RNA -> Protein,CD201.EPCR,Gm11223,0.215192307
8,RNA -> Protein,CD201.EPCR,Map2,0.290803114
8,RNA -> Protein,CD201.EPCR,Mapt,0.499851003
8,RNA -> Protein,CD201.EPCR,Napb,0.078395211
8,RNA -> Protein,CD201.EPCR,Nefl,0.133260997
8,RNA -> Protein,CD201.EPCR,Nefm,0.331449493
8,RNA -> Protein,CD201.EPCR,Pcm1,0.347383346
8,RNA -> Protein,CD201.EPCR,Phgdh,0.60041563
8,RNA -> Protein,CD201.EPCR,Rnd3,0.230943284
8,RNA -> Protein,CD201.EPCR,Snhg11,0.157066264
8,RNA -> Protein,CD201.EPCR,Sst,0.147540356
8,RNA -> Protein,CD201.EPCR,Tagln3,0.332414659
8,RNA -> Protein,CD201.EPCR,Thsd7a,0.284751782
8,RNA -> Protein,CD201.EPCR,Vcan,0.266773835
8,RNA -> Protein,CD304.NPR1,Aff3,0.079820919
8,RNA -> Protein,CD304.NPR1,Casz1,0.116071872
8,RNA -> Protein,CD304.NPR1,Chl1,0.465781043
8,RNA -> Protein,CD304.NPR1,Col11a1,0.133668295
8,RNA -> Protein,CD304.NPR1,Cplx2,0.041254547
8,RNA -> Protein,CD304.NPR1,Gfra1,0.334312894
8,RNA -> Protein,CD304.NPR1,Gm11223,0.277699321
8,RNA -> Protein,CD304.NPR1,Map2,0.204242255
8,RNA -> Protein,CD304.NPR1,Mapt,0.437432222
8,RNA -> Protein,CD304.NPR1,Napb,0.061701214
8,RNA -> Protein,CD304.NPR1,Nefl,0.128553776
8,RNA -> Protein,CD304.NPR1,Nefm,0.303227784
8,RNA -> Protein,CD304.NPR1,Pcm1,0.440986683
8,RNA -> Protein,CD304.NPR1,Phgdh,0.624962804
8,RNA -> Protein,CD304.NPR1,Rnd3,0.228585962
8,RNA -> Protein,CD304.NPR1,Snhg11,0.155366404
8,RNA -> Protein,CD304.NPR1,Sst,0.090058618
8,RNA -> Protein,CD304.NPR1,Tagln3,0.374653597
8,RNA -> Protein,CD304.NPR1,Thsd7a,0.252162623
8,RNA -> Protein,CD304.NPR1,Vcan,0.095003184
8,RNA -> Protein,CD309.KDR,Aff3,0.119512735
8,RNA -> Protein,CD309.KDR,Casz1,0.12348269
8,RNA -> Protein,CD309.KDR,Chl1,0.407366329
8,RNA -> Protein,CD309.KDR,Col11a1,0.12800266
8,RNA -> Protein,CD309.KDR,Cplx2,0.048666834
8,RNA -> Protein,CD309.KDR,Gfra1,0.388652237
8,RNA -> Protein,CD309.KDR,Gm11223,0.38051667
8,RNA -> Protein,CD309.KDR,Map2,0.199413516
8,RNA -> Protein,CD309.KDR,Mapt,0.432568689
8,RNA -> Protein,CD309.KDR,Napb,0.057380098
8,RNA -> Protein,CD309.KDR,Nefl,0.148402429
8,RNA -> Protein,CD309.KDR,Nefm,0.297528119
8,RNA -> Protein,CD309.KDR,Pcm1,0.458762913
8,RNA -> Protein,CD309.KDR,Phgdh,0.612896442
8,RNA -> Protein,CD309.KDR,Rnd3,0.256462885
8,RNA -> Protein,CD309.KDR,Snhg11,0.187093821
8,RNA -> Protein,CD309.KDR,Sst,0.100789884
8,RNA -> Protein,CD309.KDR,Tagln3,0.387351064
8,RNA -> Protein,CD309.KDR,Thsd7a,0.21113318
8,RNA -> Protein,CD309.KDR,Vcan,0.077758186
8,RNA -> Protein,CD326.Ep.CAM,Aff3,0.091099048
8,RNA -> Protein,CD326.Ep.CAM,Casz1,0.100843046
8,RNA -> Protein,CD326.Ep.CAM,Chl1,0.487490967
8,RNA -> Protein,CD326.Ep.CAM,Col11a1,0.149781933
8,RNA -> Protein,CD326.Ep.CAM,Cplx2,0.04184655
8,RNA -> Protein,CD326.Ep.CAM,Gfra1,0.35922197
8,RNA -> Protein,CD326.Ep.CAM,Gm11223,0.255779651
8,RNA -> Protein,CD326.Ep.CAM,Map2,0.177868278
8,RNA -> Protein,CD326.Ep.CAM,Mapt,0.380751474
8,RNA -> Protein,CD326.Ep.CAM,Napb,0.05446414
8,RNA -> Protein,CD326.Ep.CAM,Nefl,0.125470892
8,RNA -> Protein,CD326.Ep.CAM,Nefm,0.265786153
8,RNA -> Protein,CD326.Ep.CAM,Pcm1,0.406392865
8,RNA -> Protein,CD326.Ep.CAM,Phgdh,0.659585256
8,RNA -> Protein,CD326.Ep.CAM,Rnd3,0.243984375
8,RNA -> Protein,CD326.Ep.CAM,Snhg11,0.161783336
8,RNA -> Protein,CD326.Ep.CAM,Sst,0.103215979
8,RNA -> Protein,CD326.Ep.CAM,Tagln3,0.374513739
8,RNA -> Protein,CD326.Ep.CAM,Thsd7a,0.230812305
8,RNA -> Protein,CD326.Ep.CAM,Vcan,0.095122806
8,RNA -> Protein,CD41.ITGA2B,Aff3,0.200232706
8,RNA -> Protein,CD41.ITGA2B,Casz1,0.131868438
8,RNA -> Protein,CD41.ITGA2B,Chl1,0.358954328
8,RNA -> Protein,CD41.ITGA2B,Col11a1,0.137043696
8,RNA -> Protein,CD41.ITGA2B,Cplx2,0.050637167
8,RNA -> Protein,CD41.ITGA2B,Gfra1,0.356142405
8,RNA -> Protein,CD41.ITGA2B,Gm11223,0.483274302
8,RNA -> Protein,CD41.ITGA2B,Map2,0.219614528
8,RNA -> Protein,CD41.ITGA2B,Mapt,0.413874202
8,RNA -> Protein,CD41.ITGA2B,Napb,0.064419958
8,RNA -> Protein,CD41.ITGA2B,Nefl,0.159009369
8,RNA -> Protein,CD41.ITGA2B,Nefm,0.228154399
8,RNA -> Protein,CD41.ITGA2B,Pcm1,0.494801711
8,RNA -> Protein,CD41.ITGA2B,Phgdh,0.560054061
8,RNA -> Protein,CD41.ITGA2B,Rnd3,0.282216032
8,RNA -> Protein,CD41.ITGA2B,Snhg11,0.186722424
8,RNA -> Protein,CD41.ITGA2B,Sst,0.109271481
8,RNA -> Protein,CD41.ITGA2B,Tagln3,0.379903714
8,RNA -> Protein,CD41.ITGA2B,Thsd7a,0.181200821
8,RNA -> Protein,CD41.ITGA2B,Vcan,0.131623083
8,RNA -> Protein,CD55,Aff3,0.252871633
8,RNA -> Protein,CD55,Casz1,0.139231127
8,RNA -> Protein,CD55,Chl1,0.419470887
8,RNA -> Protein,CD55,Col11a1,0.152944741
8,RNA -> Protein,CD55,Cplx2,0.088388787
8,RNA -> Protein,CD55,Gfra1,0.286756516
8,RNA -> Protein,CD55,Gm11223,0.434933892
8,RNA -> Protein,CD55,Map2,0.255217341
8,RNA -> Protein,CD55,Mapt,0.383382639
8,RNA -> Protein,CD55,Napb,0.062343254
8,RNA -> Protein,CD55,Nefl,0.108952921
8,RNA -> Protein,CD55,Nefm,0.282740742
8,RNA -> Protein,CD55,Pcm1,0.50054373
8,RNA -> Protein,CD55,Phgdh,0.477468168
8,RNA -> Protein,CD55,Rnd3,0.207396499
8,RNA -> Protein,CD55,Snhg11,0.159569721
8,RNA -> Protein,CD55,Sst,0.125950126
8,RNA -> Protein,CD55,Tagln3,0.319921809
8,RNA -> Protein,CD55,Thsd7a,0.139195698
8,RNA -> Protein,CD55,Vcan,0.208362413
8,RNA -> Protein,CD63,Aff3,0.123374662
8,RNA -> Protein,CD63,Casz1,0.134211617
8,RNA -> Protein,CD63,Chl1,0.353318419
8,RNA -> Protein,CD63,Col11a1,0.132794681
8,RNA -> Protein,CD63,Cplx2,0.071068759
8,RNA -> Protein,CD63,Gfra1,0.323041194
8,RNA -> Protein,CD63,Gm11223,0.400777222
8,RNA -> Protein,CD63,Map2,0.295786876
8,RNA -> Protein,CD63,Mapt,0.527647482
8,RNA -> Protein,CD63,Napb,0.058274782
8,RNA -> Protein,CD63,Nefl,0.114766974
8,RNA -> Protein,CD63,Nefm,0.386227909
8,RNA -> Protein,CD63,Pcm1,0.330270283
8,RNA -> Protein,CD63,Phgdh,0.510471703
8,RNA -> Protein,CD63,Rnd3,0.184696939
8,RNA -> Protein,CD63,Snhg11,0.150109558
8,RNA -> Protein,CD63,Sst,0.095184733
8,RNA -> Protein,CD63,Tagln3,0.394745685
8,RNA -> Protein,CD63,Thsd7a,0.114201608
8,RNA -> Protein,CD63,Vcan,0.096873411
8,RNA -> Protein,ESAM,Aff3,0.139236898
8,RNA -> Protein,ESAM,Casz1,0.123516439
8,RNA -> Protein,ESAM,Chl1,0.368808486
8,RNA -> Protein,ESAM,Col11a1,0.146560792
8,RNA -> Protein,ESAM,Cplx2,0.053955914
8,RNA -> Protein,ESAM,Gfra1,0.386044588
8,RNA -> Protein,ESAM,Gm11223,0.497533517
8,RNA -> Protein,ESAM,Map2,0.231471802
8,RNA -> Protein,ESAM,Mapt,0.480464179
8,RNA -> Protein,ESAM,Napb,0.058874407
8,RNA -> Protein,ESAM,Nefl,0.185387516
8,RNA -> Protein,ESAM,Nefm,0.294627029
8,RNA -> Protein,ESAM,Pcm1,0.444327953
8,RNA -> Protein,ESAM,Phgdh,0.602828411
8,RNA -> Protein,ESAM,Rnd3,0.309152654
8,RNA -> Protein,ESAM,Snhg11,0.190669291
8,RNA -> Protein,ESAM,Sst,0.088461019
8,RNA -> Protein,ESAM,Tagln3,0.448550478
8,RNA -> Protein,ESAM,Thsd7a,0.223197131
8,RNA -> Protein,ESAM,Vcan,0.09140735
8,RNA -> Protein,ErythroidCells.LY76,Aff3,0.158105578
8,RNA -> Protein,ErythroidCells.LY76,Casz1,0.129119581
8,RNA -> Protein,ErythroidCells.LY76,Chl1,0.372951353
8,RNA -> Protein,ErythroidCells.LY76,Col11a1,0.150561415
8,RNA -> Protein,ErythroidCells.LY76,Cplx2,0.049703105
8,RNA -> Protein,ErythroidCells.LY76,Gfra1,0.383126244
8,RNA -> Protein,ErythroidCells.LY76,Gm11223,0.458415022
8,RNA -> Protein,ErythroidCells.LY76,Map2,0.200423828
8,RNA -> Protein,ErythroidCells.LY76,Mapt,0.413599847
8,RNA -> Protein,ErythroidCells.LY76,Napb,0.056364421
8,RNA -> Protein,ErythroidCells.LY76,Nefl,0.154648933
8,RNA -> Protein,ErythroidCells.LY76,Nefm,0.235461305
8,RNA -> Protein,ErythroidCells.LY76,Pcm1,0.508212974
8,RNA -> Protein,ErythroidCells.LY76,Phgdh,0.575347452
8,RNA -> Protein,ErythroidCells.LY76,Rnd3,0.235677428
8,RNA -> Protein,ErythroidCells.LY76,Snhg11,0.170850629
8,RNA -> Protein,ErythroidCells.LY76,Sst,0.080074571
8,RNA -> Protein,ErythroidCells.LY76,Tagln3,0.35977037
8,RNA -> Protein,ErythroidCells.LY76,Thsd7a,0.152077375
8,RNA -> Protein,ErythroidCells.LY76,Vcan,0.093156765
8,RNA -> Protein,FCER1A,Aff3,0.096208102
8,RNA -> Protein,FCER1A,Casz1,0.123334353
8,RNA -> Protein,FCER1A,Chl1,0.418714095
8,RNA -> Protein,FCER1A,Col11a1,0.129532275
8,RNA -> Protein,FCER1A,Cplx2,0.051314756
8,RNA -> Protein,FCER1A,Gfra1,0.362639111
8,RNA -> Protein,FCER1A,Gm11223,0.356671597
8,RNA -> Protein,FCER1A,Map2,0.209217265
8,RNA -> Protein,FCER1A,Mapt,0.466944885
8,RNA -> Protein,FCER1A,Napb,0.057339741
8,RNA -> Protein,FCER1A,Nefl,0.118766918
8,RNA -> Protein,FCER1A,Nefm,0.325110873
8,RNA -> Protein,FCER1A,Pcm1,0.425733981
8,RNA -> Protein,FCER1A,Phgdh,0.608860928
8,RNA -> Protein,FCER1A,Rnd3,0.196692313
8,RNA -> Protein,FCER1A,Snhg11,0.156753809
8,RNA -> Protein,FCER1A,Sst,0.087035477
8,RNA -> Protein,FCER1A,Tagln3,0.360793132
8,RNA -> Protein,FCER1A,Thsd7a,0.184434198
8,RNA -> Protein,FCER1A,Vcan,0.105616445
8,RNA -> Protein,Folate.Receptor,Aff3,0.192640865
8,RNA -> Protein,Folate.Receptor,Casz1,0.161545618
8,RNA -> Protein,Folate.Receptor,Chl1,0.464854951
8,RNA -> Protein,Folate.Receptor,Col11a1,0.132392782
8,RNA -> Protein,Folate.Receptor,Cplx2,0.058573193
8,RNA -> Protein,Folate.Receptor,Gfra1,0.325808346
8,RNA -> Protein,Folate.Receptor,Gm11223,0.418630905
8,RNA -> Protein,Folate.Receptor,Map2,0.278064164
8,RNA -> Protein,Folate.Receptor,Mapt,0.456187281
8,RNA -> Protein,Folate.Receptor,Napb,0.069230232
8,RNA -> Protein,Folate.Receptor,Nefl,0.101490152
8,RNA -> Protein,Folate.Receptor,Nefm,0.317759242
8,RNA -> Protein,Folate.Receptor,Pcm1,0.47614867
8,RNA -> Protein,Folate.Receptor,Phgdh,0.539271546
8,RNA -> Protein,Folate.Receptor,Rnd3,0.18040139
8,RNA -> Protein,Folate.Receptor,Snhg11,0.202456159
8,RNA -> Protein,Folate.Receptor,Sst,0.151240205
8,RNA -> Protein,Folate.Receptor,Tagln3,0.353354178
8,RNA -> Protein,Folate.Receptor,Thsd7a,0.147445728
8,RNA -> Protein,Folate.Receptor,Vcan,0.186161599
8,RNA -> Protein,Ly.6A.E,Aff3,0.138808476
8,RNA -> Protein,Ly.6A.E,Casz1,0.143159783
8,RNA -> Protein,Ly.6A.E,Chl1,0.43602766
8,RNA -> Protein,Ly.6A.E,Col11a1,0.134230913
8,RNA -> Protein,Ly.6A.E,Cplx2,0.047590364
8,RNA -> Protein,Ly.6A.E,Gfra1,0.315723005
8,RNA -> Protein,Ly.6A.E,Gm11223,0.359572479
8,RNA -> Protein,Ly.6A.E,Map2,0.234320945
8,RNA -> Protein,Ly.6A.E,Mapt,0.462056388
8,RNA -> Protein,Ly.6A.E,Napb,0.05540473
8,RNA -> Protein,Ly.6A.E,Nefl,0.12444976
8,RNA -> Protein,Ly.6A.E,Nefm,0.324547889
8,RNA -> Protein,Ly.6A.E,Pcm1,0.479298519
8,RNA -> Protein,Ly.6A.E,Phgdh,0.564101571
8,RNA -> Protein,Ly.6A.E,Rnd3,0.21098578
8,RNA -> Protein,Ly.6A.E,Snhg11,0.177248706
8,RNA -> Protein,Ly.6A.E,Sst,0.138144656
8,RNA -> Protein,Ly.6A.E,Tagln3,0.338876137
8,RNA -> Protein,Ly.6A.E,Thsd7a,0.165623321
8,RNA -> Protein,Ly.6A.E,Vcan,0.174175775
8,RNA -> Protein,MAdCAM.1,Aff3,0.116065546
8,RNA -> Protein,MAdCAM.1,Casz1,0.151304306
8,RNA -> Protein,MAdCAM.1,Chl1,0.246059627
8,RNA -> Protein,MAdCAM.1,Col11a1,0.138293167
8,RNA -> Protein,MAdCAM.1,Cplx2,0.052704147
8,RNA -> Protein,MAdCAM.1,Gfra1,0.299739367
8,RNA -> Protein,MAdCAM.1,Gm11223,0.465083986
8,RNA -> Protein,MAdCAM.1,Map2,0.149881968
8,RNA -> Protein,MAdCAM.1,Mapt,0.355240159
8,RNA -> Protein,MAdCAM.1,Napb,0.051659433
8,RNA -> Protein,MAdCAM.1,Nefl,0.231127381
8,RNA -> Protein,MAdCAM.1,Nefm,0.207881861
8,RNA -> Protein,MAdCAM.1,Pcm1,0.527187849
8,RNA -> Protein,MAdCAM.1,Phgdh,0.479421023
8,RNA -> Protein,MAdCAM.1,Rnd3,0.295412445
8,RNA -> Protein,MAdCAM.1,Snhg11,0.186567927
8,RNA -> Protein,MAdCAM.1,Sst,0.100078546
8,RNA -> Protein,MAdCAM.1,Tagln3,0.326735872
8,RNA -> Protein,MAdCAM.1,Thsd7a,0.19168721
8,RNA -> Protein,MAdCAM.1,Vcan,0.129974012
8,RNA -> Protein,NK.1.1.KLRB1,Aff3,0.100023018
8,RNA -> Protein,NK.1.1.KLRB1,Casz1,0.127547523
8,RNA -> Protein,NK.1.1.KLRB1,Chl1,0.378579226
8,RNA -> Protein,NK.1.1.KLRB1,Col11a1,0.224020185
8,RNA -> Protein,NK.1.1.KLRB1,Cplx2,0.057993336
8,RNA -> Protein,NK.1.1.KLRB1,Gfra1,0.268145164
8,RNA -> Protein,NK.1.1.KLRB1,Gm11223,0.168600257
8,RNA -> Protein,NK.1.1.KLRB1,Map2,0.214989653
8,RNA -> Protein,NK.1.1.KLRB1,Mapt,0.438285736
8,RNA -> Protein,NK.1.1.KLRB1,Napb,0.053043356
8,RNA -> Protein,NK.1.1.KLRB1,Nefl,0.109696033
8,RNA -> Protein,NK.1.1.KLRB1,Nefm,0.330042273
8,RNA -> Protein,NK.1.1.KLRB1,Pcm1,0.315098249
8,RNA -> Protein,NK.1.1.KLRB1,Phgdh,0.663065754
8,RNA -> Protein,NK.1.1.KLRB1,Rnd3,0.299233979
8,RNA -> Protein,NK.1.1.KLRB1,Snhg11,0.165249854
8,RNA -> Protein,NK.1.1.KLRB1,Sst,0.107548598
8,RNA -> Protein,NK.1.1.KLRB1,Tagln3,0.344079459
8,RNA -> Protein,NK.1.1.KLRB1,Thsd7a,0.34059577
8,RNA -> Protein,NK.1.1.KLRB1,Vcan,0.153091389
8,RNA -> Protein,Notch1,Aff3,0.114762593
8,RNA -> Protein,Notch1,Casz1,0.146015046
8,RNA -> Protein,Notch1,Chl1,0.47181809
8,RNA -> Protein,Notch1,Col11a1,0.135564954
8,RNA -> Protein,Notch1,Cplx2,0.052188578
8,RNA -> Protein,Notch1,Gfra1,0.32502332
8,RNA -> Protein,Notch1,Gm11223,0.334699698
8,RNA -> Protein,Notch1,Map2,0.255702486
8,RNA -> Protein,Notch1,Mapt,0.492012837
8,RNA -> Protein,Notch1,Napb,0.064330937
8,RNA -> Protein,Notch1,Nefl,0.110521706
8,RNA -> Protein,Notch1,Nefm,0.349382281
8,RNA -> Protein,Notch1,Pcm1,0.458000625
8,RNA -> Protein,Notch1,Phgdh,0.576518517
8,RNA -> Protein,Notch1,Rnd3,0.196127971
8,RNA -> Protein,Notch1,Snhg11,0.171505626
8,RNA -> Protein,Notch1,Sst,0.122795712
8,RNA -> Protein,Notch1,Tagln3,0.376619458
8,RNA -> Protein,Notch1,Thsd7a,0.200433181
8,RNA -> Protein,Notch1,Vcan,0.147941347
8,RNA -> Protein,P2RY12,Aff3,0.112264905
8,RNA -> Protein,P2RY12,Casz1,0.138531019
8,RNA -> Protein,P2RY12,Chl1,0.440878319
8,RNA -> Protein,P2RY12,Col11a1,0.120089495
8,RNA -> Protein,P2RY12,Cplx2,0.053506282
8,RNA -> Protein,P2RY12,Gfra1,0.314613116
8,RNA -> Protein,P2RY12,Gm11223,0.350159692
8,RNA -> Protein,P2RY12,Map2,0.284242218
8,RNA -> Protein,P2RY12,Mapt,0.536416719
8,RNA -> Protein,P2RY12,Napb,0.059910664
8,RNA -> Protein,P2RY12,Nefl,0.10697791
8,RNA -> Protein,P2RY12,Nefm,0.379493144
8,RNA -> Protein,P2RY12,Pcm1,0.438644036
8,RNA -> Protein,P2RY12,Phgdh,0.58323661
8,RNA -> Protein,P2RY12,Rnd3,0.182983292
8,RNA -> Protein,P2RY12,Snhg11,0.152489374
8,RNA -> Protein,P2RY12,Sst,0.114680343
8,RNA -> Protein,P2RY12,Tagln3,0.354414335
8,RNA -> Protein,P2RY12,Thsd7a,0.188266281
8,RNA -> Protein,P2RY12,Vcan,0.123101553
8,RNA -> Protein,PanendothelialCellAntigen,Aff3,0.105351579
8,RNA -> Protein,PanendothelialCellAntigen,Casz1,0.132062689
8,RNA -> Protein,PanendothelialCellAntigen,Chl1,0.43129501
8,RNA -> Protein,PanendothelialCellAntigen,Col11a1,0.15175358
